LABEL,DATE_TIME,preprocessed_txt
1,Fri May 22 05:22:35 2009,<s> never mischief guess go bed </s>
1,Mon Jun 01 07:32:43 2009,<s> morning everyone twitter feel bloat soo cool im wear something soo tight usual today </s>
0,Mon May 04 00:56:34 2009,<s> do math homework monster fell asleep txt im lonely </s>
0,Sun Apr 19 06:17:16 2009,<s> julian79 know canberra </s>
0,Sun May 31 15:30:31 2009,<s> nickgotskillz lol oh josh sorry didnt sun screen burn </s>
0,Sun Jun 21 04:26:13 2009,<s> alchemy morning china get mor tat do last night say morning get do 4am </s>
0,Sun May 31 07:58:50 2009,<s> alone </s>
0,Thu Jun 18 07:35:48 2009,<s> guy want enhancement still bonus track miss heart </s>
1,Sun Jun 07 14:21:08 2009,<s> treadonmydreams yes please </s>
0,Fri Jun 19 14:55:08 2009,<s> sweetness yes originally like say late late tell enough make cry next week swear </s>
1,Tue Jun 16 05:26:24 2009,<s> itsgabbith lucky lovely sweet care mom </s>
1,Sun May 10 19:36:32 2009,<s> read chapters hit laptop today laptop time end due grow vision headache lunchtime </s>
0,Sun May 31 08:46:06 2009,<s> agingbackwards lovely sunday enjoy beautiful day work </s>
1,Tue Jun 02 05:20:23 2009,<s> heheheh send love </s>
0,Thu Jun 25 04:50:16 2009,<s> hate im yet do homework </s>
0,Sun Jun 07 07:40:52 2009,<s> allies0r get like 1 referral </s>
1,Sun May 17 07:57:54 2009,<s> ooh yeah put heavy makeup body listen like chaos </s>
1,Mon Jun 15 05:14:47 2009,<s> siruveru sport u play want know </s>
0,Fri Jun 19 09:04:18 2009,<s> car unfortunate victim bird look like severe diarrhea </s>
0,Sun Jun 21 00:10:24 2009,<s> yeah </s>
1,Mon May 18 06:26:34 2009,<s> deal fact work remind get leave early go rp today </s>
0,Sun May 03 03:20:38 2009,<s> guerrillas totally remember tune tonight get simpsons </s>
0,Fri Jun 19 19:31:48 2009,<s> last night cry kitty pass away </s>
0,Fri Jun 19 17:29:02 2009,<s> leave san diego want stay night </s>
0,Mon Jun 15 19:04:21 2009,<s> putin </s>
0,Sun May 31 09:50:56 2009,<s> know want im seriously think buy one online except might portuguese </s>
0,Mon Jun 22 13:51:55 2009,<s> home cry anyone want make feel better </s>
0,Sun Jun 07 06:33:13 2009,<s> ca bother go home </s>
0,Fri May 29 19:45:43 2009,<s> heyheyybonaaann sadly would busy rap nick kidnap aaaaaa by </s>
1,Mon May 04 04:12:54 2009,<s> go see priscilla ahn last night amazon band actually </s>
1,Sun Jun 07 05:04:28 2009,<s> watch start turkish grand prix go benson </s>
1,Mon Jun 01 09:11:34 2009,<s> soon funny would even xxlenaxo would love u x3 barbecue </s>
0,Sun May 17 10:53:21 2009,<s> bb revoke member badge map </s>
1,Sat Jun 06 12:34:33 2009,<s> funny amp apauley88 amp ty weekend z n g http </s>
1,Sat Jun 06 00:35:28 2009,<s> thealaskanking think japan check upcoming gigs </s>
0,Sun Apr 19 00:39:08 2009,<s> bore sunday </s>
0,Sun Jun 21 04:52:18 2009,<s> hangover gh </s>
1,Tue Jun 16 07:04:42 2009,<s> addict themandymoore could break heart day week </s>
1,Sun Jun 07 21:10:36 2009,<s> finally home super tire go bed </s>
1,Fri May 29 17:41:06 2009,<s> iguana http well quite imaginative would expect less sensei </s>
1,Sun Apr 19 04:53:39 2009,<s> rhetthislop hope send voice amcos damage </s>
0,Thu Jun 18 12:59:11 2009,<s> butterfly effect make cry </s>
1,Tue Jun 02 04:56:14 2009,<s> finish first year uni </s>
1,Tue Jun 02 23:15:09 2009,<s> last day morning little dull outside hopefully cooler day head </s>
1,Tue Jun 16 02:08:43 2009,<s> attack migrants http students occupy sons get lads let get political iran eat heart </s>
0,Sun Jun 07 12:09:01 2009,<s> coke </s>
0,Sun Jun 21 02:15:24 2009,<s> morning late throat give much pain right </s>
1,Mon Jun 01 23:26:38 2009,<s> synisterchyck happy birthday fellow gemini </s>
1,Tue Jun 16 08:01:49 2009,<s> calebgardner soon much fun btw adorable picture kid </s>
0,Tue Apr 21 02:01:44 2009,<s> good morning look like bike today claim car </s>
0,Sun Jun 07 16:00:30 2009,<s> really really want new series heroes start miss week dose mile xx </s>
1,Wed Jun 03 02:20:27 2009,<s> give away stock always good idea </s>
0,Mon Jun 15 13:13:24 2009,<s> ah ball indies go semis amp england stupid fuppin english rain cook us close cricket </s>
0,Thu Jun 25 00:41:07 2009,<s> sleep tonight either </s>
1,Fri Jun 05 13:32:50 2009,<s> plaintruthiness cold glad many folks follow us help us get word payne </s>
0,Sun May 17 00:09:31 2009,<s> ca wait see turn monday much talk little time </s>
1,Wed Jun 03 06:40:33 2009,<s> akankshagoel brother screen fly seminar </s>
1,Sun Jun 07 08:56:43 2009,<s> learn hometown showdown soo difficult practise perfect haha boom clap learn sl </s>
1,Sun Jun 07 21:00:18 2009,<s> thank get start plan bbs </s>
1,Tue Apr 07 06:04:57 2009,<s> totzhatz sometimes wish live small town really like visit relax pace nice esp summer </s>
1,Fri May 01 20:55:24 2009,<s> excite gypsyhippie maybe come sheffield red bull flugtag next year haha road trip texas </s>
1,Sat May 09 19:15:46 2009,<s> cap lose arch hp game even much fun </s>
1,Sat May 30 07:43:00 2009,<s> savorthethyme love guinea even pronounce right enjoy saturday </s>
1,Sat May 30 04:01:16 2009,<s> feel great gorgeous sunny day </s>
0,Sun May 10 04:42:20 2009,<s> tommcfly hi tom miss speak portuguese google translate love much man please answer need man xx </s>
1,Sun Jun 07 20:27:36 2009,<s> poker awesome spit awesome game 7 hours straight really wear ones self </s>
0,Mon Jun 01 14:36:08 2009,<s> could stand go late around </s>
1,Thu May 14 00:56:04 2009,<s> lauralkgw watch never really care may alone </s>
0,Sun Jun 07 16:06:13 2009,<s> sort horrible settle glad day feel miserable </s>
0,Tue Jun 16 19:40:58 2009,<s> raaaaaaek clinch jaw sleep break habit asap get harder </s>
0,Sun May 17 23:00:03 2009,<s> aw make tea smell really wonderful taste like water steep long enough </s>
1,Thu May 14 05:58:01 2009,<s> exam time 3 law degree </s>
1,Mon Jun 15 16:31:15 2009,<s> taylormosher haha example reaction give virginia24 girl fan </s>
0,Sun May 03 22:57:15 2009,<s> ah almost do finish paper read class tomorrow go miami grand funeral morning </s>
0,Mon Jun 15 02:59:10 2009,<s> eat toast yum amp break exam tomorrow im screw </s>
0,Fri Jun 05 17:42:16 2009,<s> yeah know relation expect end etc never happen sad </s>
1,Tue Apr 07 08:00:22 2009,<s> spoil luxurious things home take intern </s>
0,Mon Jun 01 06:36:24 2009,<s> morning world survive 5am quot assessment quot train session although feel part body </s>
1,Mon Jun 15 04:32:19 2009,<s> heeeyshelby ew you </s>
1,Sun Jun 07 17:06:48 2009,<s> watch tons </s>
0,Mon Jun 01 13:39:58 2009,<s> seriously still cant move suburb itch mage </s>
0,Fri Jun 05 10:43:00 2009,<s> hell shoot way oak brook sunny warm day wan na hit beach </s>
0,Fri Jun 19 12:55:14 2009,<s> www shes go </s>
1,Mon Jun 15 06:43:42 2009,<s> aria thank amaze season big part championship hope stay la congratulations </s>
1,Mon Jun 15 18:46:09 2009,<s> monsoonsmangoes like sz4 waist like length </s>
1,Sun Apr 19 02:48:08 2009,<s> wrist0ph3r oh well start share pool ill nominate u laymen </s>
0,Sun May 17 11:36:36 2009,<s> cant anymore </s>
0,Fri Jun 19 10:02:47 2009,<s> feel like crap bowl party tonight </s>
0,Thu Jun 18 20:58:47 2009,<s> need remind coco simon lab allow magnet katie except people eat upstairs </s>
0,Fri Jun 19 02:32:54 2009,<s> deadpool best know break fourth wall comics one mention film annoy </s>
1,Sun May 31 13:36:59 2009,<s> joannesmedley principally act 2 bring bite john 15 holy spirit advocate </s>
1,Sat May 30 20:33:18 2009,<s> full day workout good time </s>
1,Sun Jun 07 17:13:04 2009,<s> daddy amp dog watch people dog go head home </s>
0,Sun May 31 08:24:10 2009,<s> ipod die half way thru run run music like take shower water </s>
1,Sun May 03 19:36:11 2009,<s> jrklover yeah girl get put phone give mine </s>
1,Sat Jun 06 01:45:53 2009,<s> xscarletmx hey hon skorgee good dr say bright today go get recurrence ongoing health problem </s>
1,Sun May 31 03:25:59 2009,<s> look fwd ladytron wifi </s>
1,Wed Jun 03 09:37:40 2009,<s> oh yeah almost voice back lol </s>
0,Sun Jun 07 05:28:38 2009,<s> bore facebook nothing happen half hour </s>
0,Sat Jun 06 18:08:07 2009,<s> nikki please </s>
1,Tue Jun 16 03:08:59 2009,<s> baby dentist appointment first thing go visit radiata little one </s>
1,Mon Jun 01 05:24:00 2009,<s> hznkzm ooh yeah like wait bus good miss bus get see horse </s>
1,Sun May 17 08:32:52 2009,<s> bb today get great gift buy nice ones money funny send thank everybody </s>
1,Sun Jun 07 14:22:59 2009,<s> robangus yay amaze love u shut watch </s>
0,Mon May 18 06:21:37 2009,<s> work </s>
0,Fri Jun 19 23:01:55 2009,<s> christian </s>
1,Sat Jun 06 23:55:20 2009,<s> catch bb think actually gon na watch season </s>
0,Sun May 03 22:50:40 2009,<s> anytime tomorrow yet read weekend </s>
0,Mon Apr 20 06:02:50 2009,<s> leave ben amp jerry lucas gh hello sun il </s>
1,Fri May 29 23:42:33 2009,<s> however may blow away june new iphone eat word totally still yet take smartphone plunge </s>
0,Mon Jun 15 15:41:22 2009,<s> sleep phone call </s>
0,Sat Jun 20 21:42:15 2009,<s> ur rude dont forget mention ur long hard day ignore ur gf </s>
1,Mon May 18 00:26:43 2009,<s> joyfirestar daddy support </s>
0,Fri May 29 00:39:57 2009,<s> bah h8 wake </s>
1,Fri May 22 02:16:59 2009,<s> zoom oh still feel curious anyway thank way </s>
0,Thu Jun 25 06:35:35 2009,<s> sleeptighttiger torture honestly love nothing esp right get job flight money though </s>
0,Fri May 22 04:56:01 2009,<s> hey kiddshow buenos mornings mi pelo angle kiddlive live gt http </s>
0,Fri May 29 09:02:18 2009,<s> join60seconds try edit page could add name pop list please </s>
0,Tue Jun 16 00:34:45 2009,<s> theellenshow best pal amp ud love 2 win ticket show hong kong far </s>
0,Mon Jun 01 16:05:22 2009,<s> download mega man </s>
1,Fri May 29 09:07:36 2009,<s> think gon na go make pancake om nom nom nom nom nom </s>
0,Sun Jun 21 03:36:52 2009,<s> futuredirected precisely pretty clear certain right wing leave matter attack certain aspects democracy </s>
0,Fri Jun 05 22:39:04 2009,<s> terrible headache several hrs amp wont go away </s>
0,Fri Jun 05 15:53:13 2009,<s> officially lose feel legs play sims 3 seven hours good </s>
1,Sat Apr 18 08:11:42 2009,<s> sew college class </s>
1,Sat May 30 17:26:25 2009,<s> tehkimber stable third place sex fly challenge shansgrl balcony science lab already </s>
1,Tue Jun 02 22:57:12 2009,<s> im eat cocopuffs pnj smith </s>
1,Fri May 29 19:04:19 2009,<s> libertygirl3 dwarf call sleepy </s>
0,Sun May 10 18:46:15 2009,<s> girlfriend death ill way hospital </s>
1,Sat May 30 15:44:02 2009,<s> long run cook soda rice noodles tofu reggae peterdemarco </s>
0,Fri Jun 19 04:55:15 2009,<s> iilovejbxox omgggggg dont know want back together mean hes happy get hurt x </s>
0,Sun Jun 07 03:50:29 2009,<s> meh exam tomorrow everyone else get plan </s>
1,Sat May 02 10:38:29 2009,<s> rockahunny vampire novels first call eighth grade bite </s>
0,Mon Jun 15 10:31:06 2009,<s> foiledcupcakes eldest pretty see show yrs still entertain lol </s>
1,Mon Jun 01 20:00:53 2009,<s> kwamedidit nah catch think funny go easy juice man lol </s>
0,Sat Jun 20 09:52:39 2009,<s> agree matt nobody will go limb anymore greater good </s>
0,Fri May 29 01:15:23 2009,<s> reach plate get another bite toast realise id eat nice feel </s>
0,Mon Jun 01 05:18:04 2009,<s> style yeh dunno go think josh budget around dvds </s>
0,Mon Jun 22 15:02:36 2009,<s> sick </s>
0,Fri Jun 05 17:29:27 2009,<s> gon na miss days </s>
0,Mon May 18 07:58:41 2009,<s> princesammie gh someone leave hang </s>
0,Fri May 29 09:14:14 2009,<s> lucyfurleaps still duff boo </s>
0,Thu Jun 18 15:48:55 2009,<s> site well really go bed comp amp leave stool lib say part sweet sorrow </s>
1,Fri Jun 05 23:09:15 2009,<s> former tem never da jose e show bruno e marine not kkkkkk best twitter </s>
0,Fri May 29 23:41:47 2009,<s> citizen28 aw sadness next time </s>
0,Sun May 03 20:25:40 2009,<s> frustrate </s>
1,Mon May 04 02:37:32 2009,<s> jeffreecuntstar decent australian guy hard find trust better american one </s>
1,Fri May 29 23:36:12 2009,<s> tire think take east today plan much </s>
1,Sun May 03 03:06:44 2009,<s> lesson cholesterol attack still good </s>
1,Mon Jun 01 16:31:41 2009,<s> twilightfan023 hey </s>
1,Sun Jun 07 17:13:02 2009,<s> milie block john church patrick henry case go go </s>
1,Sun May 31 01:50:01 2009,<s> carolermp industries cheese last night end straw fill </s>
0,Sun Jun 14 23:22:36 2009,<s> jodiluvsjordank none guy see ur tweet unless u take ur profile private </s>
1,Sun May 31 15:41:52 2009,<s> mileycyrus oh hope noah ok good luck tonight </s>
1,Sun May 31 16:51:53 2009,<s> angiekayz omg girl totally see message im sorry xd us live denmark 4 years </s>
0,Mon Jun 15 16:30:52 2009,<s> mamasaywhat bitch lol mine almost do 1 2 hour work </s>
1,Sun May 31 10:05:33 2009,<s> june 27 grad party guy should save date look facebook invite soon </s>
0,Fri May 22 08:02:44 2009,<s> sit class bore lol </s>
0,Thu Jun 18 21:51:04 2009,<s> maryelleuh know right god im really sad look somewhere else </s>
1,Fri May 29 22:21:52 2009,<s> problem link </s>
0,Sun May 10 07:47:20 2009,<s> hope feel better </s>
1,Tue May 26 21:33:01 2009,<s> shedabeda im change cause lose series thats fan anything happen </s>
1,Fri May 29 13:27:53 2009,<s> freshypanda oh get back rain lol sorry nice </s>
0,Tue Jun 16 03:45:27 2009,<s> wan na jackson bollocks </s>
1,Sun May 31 10:41:31 2009,<s> troystith hello </s>
0,Wed Jun 03 04:41:55 2009,<s> daveexplosm never hot live back home </s>
1,Sun Jun 07 01:58:22 2009,<s> tifftiff621 come home full moon bb think nice would hmm one day good night </s>
1,Tue Jun 16 03:27:36 2009,<s> ijessicasimpson www love </s>
0,Fri Jun 19 10:31:22 2009,<s> still go movie miss ash back tomorrow hopefully lately plaza get online </s>
0,Sun Jun 07 03:26:49 2009,<s> miss feather muster </s>
0,Tue Apr 07 02:17:50 2009,<s> fadyanwar sad cause last gsm company own egyptian also orascom inform sell share fc </s>
1,Sun May 17 10:56:49 2009,<s> enjoy lovely sunday afternoon get back babysitting gon na go shop get coffee </s>
0,Sat Jun 06 11:19:14 2009,<s> well still rain look like might actually go thru april may june without moisture gh </s>
0,Fri May 29 21:58:33 2009,<s> sad flurry go </s>
0,Tue Jun 02 22:35:30 2009,<s> joeymcintyre http www kevin miss class </s>
0,Fri Jun 05 21:39:56 2009,<s> 6 hours sleep last 2 days head 2 eat pastor service get ta airport 5 </s>
1,Mon Jun 15 03:42:01 2009,<s> jinnyboy good time r amp r </s>
0,Mon Jun 15 17:06:13 2009,<s> betheaeroplane aw get texts aim </s>
0,Mon May 18 08:14:54 2009,<s> jackiedalia know life cruel bitch want us together </s>
0,Sun May 10 04:57:07 2009,<s> work mother day </s>
0,Fri May 22 04:21:22 2009,<s> djdeks okay quot jam quot go go back back call call record feel feel dif oxo nerd </s>
0,Mon Jun 01 11:42:38 2009,<s> eat lunch park sad </s>
0,Fri Jun 19 07:56:04 2009,<s> feel ill still doesnt know wear later latimes </s>
1,Sun May 31 05:04:56 2009,<s> finish move back florida </s>
0,Fri May 01 23:44:43 2009,<s> single go bueno time slavery hopefully sleep </s>
1,Sun May 17 10:43:43 2009,<s> happy day cash cash party bedroom xm radio </s>
0,Mon May 18 06:15:30 2009,<s> long ufc ufc ufc wait friday </s>
1,Mon May 04 04:03:32 2009,<s> new super power camp place gt 24 hr mac springleaf tower still eat fry </s>
0,Thu Jun 18 04:40:14 2009,<s> go like 30 sunny today stick inside gh course since weekend gon na rain </s>
0,Fri Jun 19 02:44:04 2009,<s> miss testes stick work sick two days </s>
1,Mon Jun 01 13:52:27 2009,<s> ticklemejoey hey joe argentina love u like </s>
0,Sun Jun 07 08:46:46 2009,<s> look almost full hour </s>
1,Mon Jun 15 20:43:13 2009,<s> good site tweet </s>
1,Fri May 29 13:52:05 2009,<s> tinypic2701 thank kent uni get dizzee pascal pigeon detectives noisettes gregjames zone lowe set well </s>
0,Tue Jun 16 21:33:27 2009,<s> neelyyyy leave home alone uhhhhh lame </s>
0,Tue Apr 07 06:23:55 2009,<s> math class bore hell urghhhhh hate math </s>
1,Sun May 31 15:47:55 2009,<s> 5th sunday sing </s>
0,Tue Jun 23 07:49:59 2009,<s> go work wont back like 8hrs </s>
0,Fri Jun 19 20:27:05 2009,<s> yagsfan ill josh ticket ya get ta ya get ta </s>
0,Wed Jun 24 23:41:49 2009,<s> god feel fuck weird strange anxious feel stomach </s>
1,Sat Jun 06 23:57:22 2009,<s> rcsaustin none want give publicly </s>
0,Sun May 10 21:11:43 2009,<s> whitneyblair030 courtneycamilla never let louis bag episode die buy knockouts aunts wear one </s>
0,Sun Jun 21 08:39:23 2009,<s> gorgeous day wish beach alas stick fm </s>
0,Mon Jun 01 06:02:26 2009,<s> master0 hull saturday night happy hour though </s>
0,Fri May 29 08:12:30 2009,<s> ff later busy make plan today beside misssimone32 songzyuuup gon na dc june bball game </s>
0,Wed Jun 17 23:43:46 2009,<s> online longtime talk amp every1 pop quot come u r online quot instead quot hi quot message </s>
0,Sun Jun 21 08:22:52 2009,<s> idea damn annoy </s>
1,Sun Jun 07 11:08:38 2009,<s> lorrainapaz go probably see around </s>
0,Mon Jun 01 03:21:43 2009,<s> get sunburnt work need get onscreen </s>
1,Sun Jun 07 08:34:31 2009,<s> somemaysay good day shell </s>
0,Tue Jun 16 05:34:16 2009,<s> bamthedj prev 20 yrs ago 1st time migraine end er demerol shots time hug </s>
0,Mon Jun 15 00:59:28 2009,<s> think go go doc get worse study hard </s>
1,Mon Jun 01 07:26:35 2009,<s> see rainbow </s>
1,Sat May 30 18:26:19 2009,<s> alone ha </s>
1,Sun May 31 18:12:27 2009,<s> dannymcfly brazilian fan truly passionate much love forever il l oxo </s>
1,Sun May 17 03:05:27 2009,<s> goo know stuff mechanics use get paint hand face arm legs artists painters get goo </s>
1,Sun May 10 06:18:37 2009,<s> really love song quot quot make feel good </s>
1,Wed Jun 03 03:36:53 2009,<s> say hello smile sun </s>
0,Sat May 02 00:14:43 2009,<s> bckwild call u home lol 2 go sleep tho get wake 7am </s>
1,Sun May 31 17:50:10 2009,<s> ashleytisdale http cool wish could hope win good luck love </s>
0,Sun May 31 17:39:17 2009,<s> wish watch hill </s>
1,Fri May 29 14:06:21 2009,<s> wow another supportive tweet thank followfriday </s>
0,Sun May 31 07:59:43 2009,<s> alright work project go work jealous x awe super illiterate </s>
1,Sun May 31 17:32:04 2009,<s> let play tennis grenade heroes know name </s>
1,Tue Jun 02 05:01:54 2009,<s> pack bag go isbn </s>
1,Fri Jun 05 10:41:14 2009,<s> entire body accept awesomeness give chance lt 3 </s>
1,Wed Jun 03 06:26:32 2009,<s> wallfish hel uva nice suggestion thank get round change everything </s>
1,Sun May 10 20:21:28 2009,<s> cjlenoil ok cool wat time wed finish sauna him time go back n change amp al </s>
0,Mon May 18 04:17:04 2009,<s> awake serious headache </s>
0,Tue Jun 23 07:46:29 2009,<s> learn quantum mechanics want gt sun shin outside nice weather </s>
1,Tue Jun 02 22:33:23 2009,<s> tigermarketing highly recommend join earn money free shareholder dividends even nothing </s>
0,Fri Jun 05 23:27:24 2009,<s> nothing wear ml </s>
1,Fri May 22 06:33:34 2009,<s> cant awesome </s>
0,Sat Jun 20 06:34:45 2009,<s> use twitter place real relationships </s>
0,Mon Jun 01 23:03:33 2009,<s> please talk </s>
1,Sun Jun 07 20:04:30 2009,<s> favorite time night </s>
0,Sun Jun 21 09:16:11 2009,<s> able make church function get catch good news lose another pound today weigh 252 270 </s>
1,Fri May 29 19:08:09 2009,<s> set their duck amp give twitter tip </s>
1,Fri May 29 01:09:31 2009,<s> sexy im still </s>
1,Mon Jun 15 03:09:37 2009,<s> quite satisfy see design really come together </s>
1,Sun Jun 07 14:47:18 2009,<s> thing pick </s>
0,Wed Jun 17 07:27:46 2009,<s> beer order trivia night state 24oz less clipper morning glass h20 coffee p90x get go </s>
1,Sat May 30 02:45:35 2009,<s> partymartytime date tonight think anyone know film watch really freak us </s>
1,Sat Jun 06 23:21:41 2009,<s> go union street festival whatever today fun miss girls soo much </s>
1,Sun May 31 15:59:54 2009,<s> musicblog wow contrast lady go big soon eh tv show </s>
1,Sat May 02 12:53:28 2009,<s> ijustmightendit hello reply backkkk </s>
0,Mon Jun 15 21:02:16 2009,<s> momentarily energy nausea yet disappear work character need fill countless form sigh </s>
1,Sat Jun 06 21:55:04 2009,<s> hey songzyuuup tacit treysongz live gt http </s>
0,Sun Jun 21 08:03:02 2009,<s> atebits gt 1week tweet search iphone still update itunes canada patience wear thin </s>
0,Sun Jun 07 07:02:44 2009,<s> uh 2borrow vacation end need 2 something school gt lt </s>
1,Sun Jun 07 11:43:35 2009,<s> tomtravel2 awesome look forward tweet looooove travel </s>
0,Mon Jun 01 15:34:44 2009,<s> feel sick want call today ca bueno </s>
0,Fri Jun 05 19:19:33 2009,<s> sad day indeed hit top tweet trend trend front thank fall soldier heroes </s>
1,Sun May 17 08:33:00 2009,<s> get back indiana mom bro r coin eat hop rain hard </s>
0,Wed Jun 17 23:50:56 2009,<s> symbol aw gon na ask want go sky high kevin elias go like 2 </s>
1,Fri May 01 20:45:29 2009,<s> vote face future im page 33 least last page </s>
1,Sun May 03 04:12:41 2009,<s> skyblue4eva thank hope great day oxo </s>
0,Thu Jun 18 14:14:08 2009,<s> get back dentist mouth still num </s>
0,Sun May 31 16:54:38 2009,<s> munchkin amp fam ditch stuff around house hill finale movie award woo eminem </s>
1,Fri May 29 16:00:12 2009,<s> sexy costume feline feisty cat costume http purge know else would </s>
0,Sun Jun 14 23:15:55 2009,<s> fat www gross ugly fat help help need new body feel bad cup one friends get bf </s>
0,Tue Jun 16 21:53:15 2009,<s> itsconsiderate omg totally wish hook moment </s>
0,Fri Jun 19 00:28:19 2009,<s> break hot room ca get comfortable </s>
0,Sun May 31 15:53:31 2009,<s> find upload wrong pic twitpic last night </s>
0,Mon Jun 15 20:06:53 2009,<s> twitter phone confuse </s>
0,Mon May 04 06:03:02 2009,<s> think feed lonely </s>
0,Mon Jun 01 16:45:03 2009,<s> mitchelmusso wish </s>
1,Sun May 31 09:09:07 2009,<s> space79 guess booth decide go home yeah middle night hello stupid yet still watch </s>
1,Sun Jun 07 06:17:00 2009,<s> sunday ya know mean drug jesus </s>
1,Mon Jun 01 02:48:14 2009,<s> omg really love jerry yan mine </s>
1,Mon Jun 15 00:02:05 2009,<s> hagackure welcome honor work laga </s>
0,Fri Jun 19 14:26:44 2009,<s> twidroid favorites add twidroid record twitter web show phone ideas </s>
0,Fri Jun 19 12:49:12 2009,<s> julibarcelona head back home mi morning back sunday even plan something soon smc nxt wk </s>
0,Sun May 31 15:31:00 2009,<s> miss romylovesmcfly ankle paula go tokyo hotel </s>
1,Sat May 30 16:15:51 2009,<s> kamscottxxx well exhaust kind give look juicy detail since technically ok </s>
1,Sun Jun 07 16:23:25 2009,<s> reporterren definitely really good </s>
0,Fri May 29 16:49:49 2009,<s> danipoynterjudd yeah miss 2site </s>
1,Sun May 03 01:31:19 2009,<s> unnamed heart lt 3 cute movie watch </s>
1,Sun Jun 14 23:42:10 2009,<s> remember play street kid yearn sunlight cold winter days make paper boat rainy days </s>
0,Fri Jun 05 10:14:36 2009,<s> happen weather sun lightning </s>
0,Mon Jun 01 18:55:43 2009,<s> concerts09 see nashville right </s>
0,Thu Jun 25 01:00:26 2009,<s> learn try funny morning spell mistake funny </s>
1,Fri May 29 17:55:17 2009,<s> spin gin juiceeeee moth fuck haha </s>
1,Sun May 10 01:07:18 2009,<s> alkaline trio sweet save day suck great time anyways awesome see everybody hang </s>
0,Fri Jun 05 17:21:24 2009,<s> relax friday night moment hungry though </s>
1,Sat Jun 06 08:00:24 2009,<s> correction 61 followers thank follow g0 that oberhauser degree268 </s>
1,Sun Jun 07 14:45:22 2009,<s> despite last tweet fantastic sunny day </s>
1,Fri May 29 22:01:53 2009,<s> tomorrow big fun day wood </s>
0,Thu Jun 18 22:55:59 2009,<s> http want go </s>
1,Sun May 10 03:47:10 2009,<s> happy mother day good comma </s>
0,Tue Apr 21 01:19:34 2009,<s> dummy hurt </s>
0,Sun May 03 08:09:34 2009,<s> mmm try figure wat sunday head dinner dad ugly day tho rain much </s>
1,Thu May 14 05:47:49 2009,<s> jphatala lucky us twitter design katecollinsnyc good </s>
1,Sat Jun 06 02:16:12 2009,<s> twitter base drink people sorry drunken ramble bad irish people </s>
0,Fri May 22 05:15:13 2009,<s> feel really bad talk parent like slave nice punish </s>
1,Sat Jun 06 12:40:32 2009,<s> ashley hi mom want help make search easy possible please let know q </s>
1,Wed Jun 03 07:39:51 2009,<s> gabelicious haha wow rather impressive </s>
1,Sun May 31 12:08:07 2009,<s> pack dublin good session meet hope weather nice </s>
0,Wed Jun 17 16:54:36 2009,<s> tire restless promote day view lounge </s>
1,Mon Jun 15 01:05:01 2009,<s> actionlamb great people start day starbucks raise cardboard cup toast coffee goodness </s>
1,Fri Jun 05 21:06:03 2009,<s> rediscover favorite oldies station norman </s>
0,Sun May 31 06:31:03 2009,<s> waynedastar morning send one gon na make church today still feel ick </s>
0,Thu May 14 08:07:32 2009,<s> good morning twitterers twitterettes summer come la tire chill </s>
0,Sun Jun 07 16:48:10 2009,<s> check new followers sorry link work give name get block </s>
1,Mon Jun 15 13:44:03 2009,<s> viperscot world twitter get </s>
0,Fri Jun 05 14:10:23 2009,<s> zeta jacksonwages tuxotaku jackawful meal27 drandolph thank kind man bad day </s>
0,Tue May 26 22:21:51 2009,<s> iloseweight charity reject apple app store remove quot charity quot cue wtf iloseweight </s>
1,Sat May 30 12:00:58 2009,<s> try sleep early today take hot shower </s>
0,Sun Jun 07 18:57:49 2009,<s> oh dang forget party afternoon sorry </s>
1,Mon Jun 15 12:31:03 2009,<s> sarahmaq welcome world twitter hope enjoy stay </s>
0,Sun May 31 02:38:55 2009,<s> get back work another sunny hot day ca enjoy whatever go cup coffee </s>
1,Fri Jun 05 10:29:01 2009,<s> need redemption complete battle amp epilogue post </s>
0,Sat Jun 06 13:37:15 2009,<s> just want old be back want balance new be get see ballet ticket leave </s>
0,Sun May 31 17:09:19 2009,<s> beingnobody gig wed time ebay </s>
0,Fri Jun 19 19:33:19 2009,<s> pottery barn catalog always make want home </s>
1,Wed Jun 03 00:09:56 2009,<s> patrickaxe blahahahhhahha im tire remember much awesome sleep amp sex get b4 kid xoxoniteee </s>
1,Wed Jun 03 06:12:37 2009,<s> musiclover37209 haha nice check </s>
0,Tue Jun 16 16:12:14 2009,<s> totally stress day today apparent reason good sign wo able sleep neither </s>
1,Mon Jun 15 16:47:09 2009,<s> applebee dinner baby </s>
1,Tue Jun 02 23:47:30 2009,<s> vez hey dude sure nothing get go tech amp finance u ready nba finals oh ur wed </s>
1,Fri Jun 05 23:52:59 2009,<s> cipriani15 yup sure </s>
0,Sun May 17 11:13:21 2009,<s> id tell prove bullshit id let things get bad lt </s>
0,Sun May 17 10:29:10 2009,<s> hobby many thank leave train </s>
0,Mon Jun 15 02:07:25 2009,<s> drealoveslife feel sick today xxxx </s>
0,Fri Jun 19 20:34:08 2009,<s> ofaydevil leave shower l even get say bye </s>
1,Fri Jun 05 19:42:19 2009,<s> masiosare uh wonder always make good use right still hide </s>
1,Mon Jun 01 01:18:28 2009,<s> sacharules wing well petty image photos good </s>
1,Wed Jun 03 06:56:56 2009,<s> manxstef program palmer keep </s>
